ID Municipio,ID Partido,Siglas,Nombre,Votos,Escaños
08294,4450,PP,PARTIT POPULAR - PARTIDO POPULAR,46, 
08295,4384,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,2954,10
08295,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,770,2
08295,1883,CiU,CONVERGÈNCIA I UNIÓ,590,2
08295,4731,SPV-E,SÍ ES POT VALLIRANA-SÍ SE PUEDE VALLIRANA-ENTESA,503,1
08295,1487,C's,CIUTADANS-PARTIDO DE LA CIUDADANÍA,483,1
08295,3753,Junts per Vallirana - PA,JUNTS PER VALLIRANA - POBLE ACTIU,370,1
08295,4252,P.P.,PARTIDO POPULAR,280, 
08295,3938,MILLOR VALLIRANA,MILLOR VALLIRANA,47, 
08296,3923,MxV- ERC - AM,MES PER VALLROMANES - ESQUERRA REPUBLICANA DE CATALUNYA - ACORD MUNICIPAL,432,5
08296,1883,CiU,CONVERGÈNCIA I UNIÓ,250,2
08296,2789,IVALL,INDEPENDENTS DE VALLROMANES,207,2
08296,2519,GdV,GENT DE VALLROMANES,171,2
08296,4252,P.P.,PARTIDO POPULAR,37, 
08296,3086,ICV-EUIA-E,INICIATIVA PER CATALUNYA VERDS- ESQUERRA UNIDA I ALTERNATIVA - ENTESA,34, 
08296,4816,SI-Solidaritat,SOLIDARITAT PER LA INDEPENDENCIA,6, 
08297,1883,CiU,CONVERGÈNCIA I UNIÓ,71,3
08297,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,42,2
08297,1267,CP,CANDIDATURA DE PROGRÉS,18, 
08297,4416,P.P.,PARTIT POPULAR,4, 
08298,1883,CiU,CONVERGÈNCIA I UNIÓ,5264,9
08298,2158,ERC- SOM VIC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-SOM VIC-ACORD MUNICIPAL,3088,5
08298,1380,CAPGIREM VIC-CUP-PA,CAPGIREM VIC - CANDIDATURA D'UNITAT POPULAR - POBLE ACTIU - PROCÉS VIC,2517,4
08298,4381,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA- CANDIDATURA DE PROGRÉS,1003,1
08298,4527,PLVI,PLATAFORMA VIGATANA,836,1
08298,5337,VIC PER A TOTS - E,VIC PER A TOTS - INICIATIVA PER CATALUNYA VERDS - ESQUERRA UNIDA I ALTERNATIVA - GENT DEL CERCLE DE VIC - ENTESA,752,1
08298,4453,PP,PARTIT POPULAR / PARTIDO POPULAR,470, 
08298,4816,SI-Solidaritat,SOLIDARITAT PER LA INDEPENDENCIA,276, 
08298,5336,w,VIA VIC,274, 
08298,4519,PxC,PLATAFORMA PER CATALUNYA,106, 
08298,4831,SOM CATALANS,SOM CATALANS,56, 
08298,4507,PDxC,PLATAFORMA DEMOCRÀTICA PER CATALUNYA,0, 
08299,1883,CiU,CONVERGÈNCIA I UNIÓ,145,3
08299,3756,JpV-AM,JUNTS PER VILADA-ACORD MUNICIPAL,92,2
08299,2283,CP,FEM PINYA PER VILADA - CANDIDATURA DE PROGRÉS,91,2
08301,4379,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA - CANDIDATURA DE PROGRÉS,9892,11
08301,1484,C's,CIUTADANS-PARTIDO DE LA CIUDADANIA,3554,4
08301,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,2660,3
08301,3078,ICV-EUiA-E,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA i ALTERNATIVA-ENTESA,2472,2
08301,4457,PP,PARTIT POPULAR/ PARTIDO POPULAR,1750,2
08301,5340,VSP,"VILADECANS, SÍ SE PUEDE - VILADECANS, SÍ ES POT",1696,2
08301,2681,GANEMOS,GUANYEM VILADECANS-CANVI AVANÇ I PROGRÈS,1643,1
08301,1883,CiU,CONVERGÈNCIA I UNIÓ,1240, 
08301,4519,PxC,PLATAFORMA PER CATALUNYA,632, 
08301,5163,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,168, 
08300,1883,CiU,CONVERGÈNCIA I UNIÓ,1084,5
08300,2290,FV - ICV - AperV -E,FEM VILADECAVALLS -INICIATIVA PER CATALUNYA VERDS - ACORD PER VILADECAVALLS - ENTESA,862,3
08300,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,665,3
08300,1484,C's,CIUTADANS-PARTIDO DE LA CIUDADANIA,379,1
08300,4377,PSC - CP,PARTIT DELS SOCIALISTES DE CATALUNYA - CANDIDATURA DE PROGRÉS,319,1
08300,4452,P.P.,PARTIT POPULAR / PARTIDO POPULAR,140, 
08305,1883,CiU,CONVERGÈNCIA I UNIÓ,5205,8
08305,4373,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA -CANDIDATURA DE PROGRES,2914,4
08305,1296,CUP,CANDIDATURA D'UNITAT POPULAR-POBLE ACTIU,2329,3
08305,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,2153,3
08305,5342,VILAFRANCA EN COMÚ-E,VILAFRANCA EN COMÚ-ENTESA,1892,2
08305,4454,P.P.,PARTIT POPULAR /PARTIDO POPULAR,1003,1
08306,1883,CiU,CONVERGÈNCIA I UNIÓ,219,6
08306,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,52,1
08306,4449,P.P.,PARTIT POPULAR - PARTIDO POPULAR,7, 
08303,2937,CP,INDEPENDENTS VILANOVA DE SAU - CANDIDATURA DE PROGRÉS,139,5
08303,1883,CiU,CONVERGÈNCIA I UNIÓ,49,2
08303,3759,JpVS - AM,JUNTS PER VILANOVA DE SAU - ACORD MUNICIPAL,22, 
08302,5379,V Vilanova365,V VILANOVA365,1289,5
08302,4384,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,906,3
08302,5344,VA!,VILANOVA ALTERNATIVA VA!,684,3
08302,3031,IPV-VV,INDEPENDIENTES POR VILANOVA - VEÏNS AMB VEU,557,2
08302,2159,ERC- SV- AM,ESQUERRA REPUBLICANA DE CATALUNYA-SOM VILANOVA-ACORD MUNICIPAL,454,2
08302,1883,CiU,CONVERGÈNCIA I UNIÓ,381,1
08302,1956,DECIDE,"DERECHO, CIUDADANIA Y DEMOCRACIA",339,1
08302,4416,P.P.,PARTIT POPULAR,250, 
08302,3089,ICV-EUiA-E,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I ALTERNATIVA-ENTESA,209, 
08302,4519,PxC,PLATAFORMA PER CATALUNYA,153, 
08302,2682,GANEMOS,GUANYEM VILANOVA DEL CAMÍ,128, 
08902,5192,UpVV,UNITAT PER VILANOVA,754,5
08902,1883,CiU,CONVERGÈNCIA I UNIÓ,554,4
08902,4389,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA -CANDIDATURA DE PROGRÈS,351,2
08902,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,280,2
08902,5345,VST,VILANOVA SOM TOTS,125, 
08902,4252,P.P.,PARTIDO POPULAR,97, 
08902,4519,PxC,PLATAFORMA PER CATALUNYA,24, 
08307,1883,CiU,CONVERGÈNCIA I UNIÓ,6004,6
08307,4384,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,4429,5
08307,1294,CUP-PA,CANDIDATURA D'UNITAT POPULAR-POBLE ACTIU,4421,5
08307,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,3655,4
08307,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,2609,2
08307,0074,SOM VNG,AGRUPACIÓ D'ELECTORS SOM VNG,1977,2
08307,4458,P.P.,PARTIT POPULAR/PARTIDO POPULAR,1469,1
08307,3074,ICV-E,INICIATIVA PER CATALUNYA VERDS - ENTESA,1306, 
08307,2683,GANEMOS,GUANYEM VILANOVA I LA GELTRÚ,812, 
08214,1034,AV - AM,ARA Vilassar - Acord Municipal,1755,7
08214,1883,CiU,CONVERGÈNCIA I UNIÓ,688,2
08214,1300,CUP - PA,CANDIDATURA D'UNITAT POPULAR-POBLE ACTIU,599,2
08214,4453,PP,PARTIT POPULAR / PARTIDO POPULAR,299,1
08214,4384,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,260,1
08214,5347,VUR-E,VILASSAR UN REPTE - ENTESA,174, 
08219,1883,CiU,CONVERGÈNCIA I UNIÓ,2219,5
08219,2162,ERC - VdMdS - AM,ESQUERRA REPUBLICANA DE CATALUNYA-VILASSAR DE MAR DIU SÍ-ACORD MUNICIPAL,1895,5
08219,1140,BABORD CUP-PA,BABORD-CANDIDATURA D'UNITAT POPULAR-POBLE ACTIU,1581,4
08219,2544,GxVDM,GENT PER VILASSAR DE MAR,951,2
08219,1484,C's,CIUTADANS-PARTIDO DE LA CIUDADANIA,814,2
08219,4384,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,767,2
08219,5346,VILASSAR DE MAR SÍ QUE POT/SÍ PUEDE,VILASSAR DE MAR SÍ QUE POT/SÍ PUEDE,608,1
08219,4453,PP,PARTIT POPULAR / PARTIDO POPULAR,429, 
08219,4816,SI-Solidaritat,SOLIDARITAT PER LA INDEPENDENCIA,105, 
08304,5356,VV-CP,VIURE VILOBÍ-CANDIDATURA DE PROGRÉS,298,5
08304,4714,SxV,SENTVILOBÍ,196,3
08304,1304,CUP-PA-AV,CANDIDATURA D'UNITAT POPULAR-POBLE ACTIU-ALTERNATIVA PER VILOBÍ,116,1
08308,1883,CiU,CONVERGÈNCIA I UNIÓ,73,5
08308,2933,IpV-AM,INDEPENDENTS PER VIVER i SERRATEIX-ACORD MUNICIPAL,15, 
08308,4252,P.P.,PARTIDO POPULAR,1, 
08308,3942,CP,MIRANT PEL POBLE - CANDIDATURA DE PROGRÉS,0, 
48001,2949,A.I.,INDEPENDIENTES DE ABADIÑO / ABADIÑOKO INDEPENDIENTEAK,1691,6
48001,2238,EH Bildu,EUSKAL HERRIA BILDU,1399,5
48001,2243,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,653,2
48001,4296,PSE-EE (PSOE),PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA (PSOE) PSE-EE (PSOE),111, 
48001,4252,P.P.,PARTIDO POPULAR,75, 
48002,2243,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,2230,7
48002,2240,EH BILDU,EUSKAL HERRIA BILDU,938,2
48002,2950,IN.D.A.Z.,INDEPENDIENTES DE ABANTO Y ZIERBENA,863,2
48002,4296,PSE-EE (PSOE),PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA (PSOE) PSE-EE (PSOE),675,2
48002,4252,P.P.,PARTIDO POPULAR,71, 
48911,2238,EH Bildu,EUSKAL HERRIA BILDU,209,5
48911,2243,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,84,2
48912,2243,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,770,6
48912,2240,EH BILDU,EUSKAL HERRIA BILDU,557,4
48912,4296,PSE-EE (PSOE),PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA (PSOE) PSE-EE (PSOE),170,1
48912,4252,P.P.,PARTIDO POPULAR,38, 
48003,2243,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,4036,8
48003,2238,EH Bildu,EUSKAL HERRIA BILDU,2878,6
48003,2715,HE,HIRI EKIMENA - INICIATIVA CIUDADANA AMOREBIETA-ETXANO,1354,2
48003,4296,PSE-EE (PSOE),PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA (PSOE) PSE-EE (PSOE),813,1
48003,4252,P.P.,PARTIDO POPULAR,229, 
48004,2703,HK,HERRIKO KANDIDATURA,222,7
48005,2238,EH Bildu,EUSKAL HERRIA BILDU,43,4
48005,2243,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,36,1
48006,2243,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,132,4
48006,2238,EH Bildu,EUSKAL HERRIA BILDU,132,3
48093,2238,EH Bildu,EUSKAL HERRIA BILDU,357,5
48093,2243,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,336,4
48093,4252,P.P.,PARTIDO POPULAR,21, 
48093,4294,PSE-EE (PSOE),PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA (PSOE),14, 
48009,2238,EH Bildu,EUSKAL HERRIA BILDU,342,4
48009,2243,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,267,3
48009,4294,PSE-EE (PSOE),PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA (PSOE),6, 
48009,4252,P.P.,PARTIDO POPULAR,6, 
48914,2243,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,194,5
48914,2238,EH Bildu,EUSKAL HERRIA BILDU,94,2
48010,2243,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,203,4
48010,2238,EH Bildu,EUSKAL HERRIA BILDU,140,3
48011,2243,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,2267,7
48011,2240,EH BILDU,EUSKAL HERRIA BILDU,1636,5
48011,1052,AG,ARRIGORRIAGA GARA,1074,3
48011,4296,PSE-EE (PSOE),PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA (PSOE) PSE-EE (PSOE),670,2
48011,4253,PP,PARTIDO POPULAR,248, 
48023,2243,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,210,3
48023,2238,EH Bildu,EUSKAL HERRIA BILDU,126,2
48023,0849,AHP,ALDATUZ HERRI PLATAFORMA,118,2
48023,4294,PSE-EE (PSOE),PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA (PSOE),2, 
48008,2243,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,286,5
48008,2238,EH Bildu,EUSKAL HERRIA BILDU,124,2
48008,4296,PSE-EE (PSOE),PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA (PSOE) PSE-EE (PSOE),6, 
48091,2238,EH Bildu,EUSKAL HERRIA BILDU,385,5
48091,2243,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,353,4
48091,4294,PSE-EE (PSOE),PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA (PSOE),17, 
48091,4252,P.P.,PARTIDO POPULAR,15, 
48070,2238,EH Bildu,EUSKAL HERRIA BILDU,291,5
48070,2243,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,102,2
48012,2243,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,604,5
48012,2238,EH Bildu,EUSKAL HERRIA BILDU,527,4
48012,1145,BAKIOBAI,BAKIOBAI,359,2
48012,4252,P.P.,PARTIDO POPULAR,21, 
48012,4294,PSE-EE (PSOE),PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA (PSOE),10, 
48090,2243,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,1868,6
48090,1347,C.L.I.,CANDIDATURA LOCAL INDEPENDIENTE,1105,4
48090,2238,EH Bildu,EUSKAL HERRIA BILDU,614,2
48090,4296,PSE-EE (PSOE),PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA (PSOE) PSE-EE (PSOE),537,1
48090,4252,P.P.,PARTIDO POPULAR,112, 
48013,2243,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,12547,8
48013,4296,PSE-EE (PSOE),PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA (PSOE) PSE-EE (PSOE),12475,8
48013,2240,EH BILDU,EUSKAL HERRIA BILDU,6585,4
48013,3136,IRABAZI,"IRABAZI-GANAR BARAKALDO (EZKER ANITZA-IU, EQUO, ALTERNATIVA REPUBLICANA, INDEPENDIENTES)",5590,4
48013,4253,PP,PARTIDO POPULAR,4289,3
48013,1147,BD,BARAKALDO DECIDE,2118, 
48013,4627,RECORTES CERO,RECORTES CERO,1091, 
48013,5163,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,687, 
48013,5373,VOX,VOX,361, 
48014,2243,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,284,4
48014,2240,EH BILDU,EUSKAL HERRIA BILDU,240,3
48014,2722,IBARRIKA,IBARRIKA,103,1
48014,0821,AHORA SOPELA-BARRIKA ORAIN,AHORA SOPELA-BARRIKA ORAIN,71,1
48014,2052,EQUO,EQUO,64, 
48014,4252,P.P.,PARTIDO POPULAR,26, 
48014,4296,PSE-EE (PSOE),PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA (PSOE) PSE-EE (PSOE),23, 
48015,2243,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,8324,10
48015,4296,PSE-EE (PSOE),PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA (PSOE) PSE-EE (PSOE),3724,4
48015,1150,BASAURI BAI,BASAURI BAI,2930,3
48015,2240,EH BILDU,EUSKAL HERRIA BILDU,2648,3
48015,4253,PP,PARTIDO POPULAR,1551,1
48015,3137,IRABAZI,"IRABAZI - GANAR BASAURI (EZKER ANITZA-IU, EQUO, ALTERNATIVA REPUBLICANA, INDEPENDIENTES)",838, 
48015,4211,PH,PARTIDO HUMANISTA,186, 
48092,2243,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,374,6
48092,2238,EH Bildu,EUSKAL HERRIA BILDU,184,3
48092,4294,PSE-EE (PSOE),PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA (PSOE),19, 
48092,4252,P.P.,PARTIDO POPULAR,11, 
48016,2243,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,1229,5
48016,2240,EH BILDU,EUSKAL HERRIA BILDU,857,4
48016,1954,DB-TU,DENOK BATERA-TODOS UNIDOS,453,2
48016,4296,PSE-EE (PSOE),PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA (PSOE) PSE-EE (PSOE),268,1
48016,4252,P.P.,PARTIDO POPULAR,254,1
48016,3138,IRABAZI,"IRABAZI-GANAR BERANGO (EZKER ANITZA-IU, EQUO, ALTERNATIVA REPUBLICANA, INDEPENDIENTES)",179, 
48017,2238,EH Bildu,EUSKAL HERRIA BILDU,3225,7
48017,2243,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,3064,7
48017,2693,AGX,GUZAN,1151,2
48017,3189,IB,IZARTU BERMEO,760,1
48017,4295,PSE-EE (PSOE),PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA(PSOE),190, 
48017,4252,P.P.,PARTIDO POPULAR,90, 
48018,2238,EH Bildu,EUSKAL HERRIA BILDU,338,6
48018,2243,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,214,3
48019,2243,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,1172,6
48019,2238,EH Bildu,EUSKAL HERRIA BILDU,780,4
48019,4294,PSE-EE (PSOE),PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA (PSOE),247,1
48019,4252,P.P.,PARTIDO POPULAR,49, 
48020,2243,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,63637,13
48020,2240,EH BILDU,EUSKAL HERRIA BILDU,22705,4
48020,4296,PSE-EE (PSOE),PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA (PSOE) PSE-EE (PSOE),19344,4
48020,4253,PP,PARTIDO POPULAR,19185,4
48020,5018,UDALBERRI - BILBAO EN COMÚN,UDALBERRI - BILBAO EN COMÚN,13790,2
48020,2376,GANEMOS,GANEMOS,10471,2
48020,1457,C'S,CIUDADANOS-PARTIDO DE LA CIUDADANIA,5702, 
48020,4108,PACMA-ATTAAA,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL/ ANIMALIEKIKO TRATU TXARREN AURKAKO ALDERDI ANIMALISTA,1938, 
48020,5163,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,1357, 
48020,5374,VOX / FAMILIA Y VIDA,VOX / FAMILIA Y VIDA,600, 
48020,4211,PH,PARTIDO HUMANISTA,492, 
48021,2243,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,380,4
48021,2238,EH Bildu,EUSKAL HERRIA BILDU,320,3
48021,1190,BIT,BUSTURIA INDEPENDIENTE TALDEA,202,2
48021,4294,PSE-EE (PSOE),PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA (PSOE),24, 
48901,2243,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,1295,6
48901,2240,EH BILDU,EUSKAL HERRIA BILDU,877,4
48901,4296,PSE-EE (PSOE),PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA (PSOE) PSE-EE (PSOE),621,3
48901,4253,PP,PARTIDO POPULAR,120, 
48026,2238,EH Bildu,EUSKAL HERRIA BILDU,471,5
48026,2243,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,390,4
48026,4294,PSE-EE (PSOE),PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA (PSOE),8, 
48027,2243,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,5089,8
48027,2238,EH Bildu,EUSKAL HERRIA BILDU,4306,7
48027,2699,SQ-2D,HERRIAREN ESKUBIDEA,1842,3
48027,4294,PSE-EE (PSOE),PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA (PSOE),1312,2
48027,4252,P.P.,PARTIDO POPULAR,960,1
48028,2238,EH Bildu,EUSKAL HERRIA BILDU,315,4
48028,2243,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,242,3
48031,2243,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,160,4
48031,2238,EH Bildu,EUSKAL HERRIA BILDU,97,3
48032,2238,EH Bildu,EUSKAL HERRIA BILDU,1748,6
48032,2243,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,1502,6
48032,2699,SQ-2D,HERRIAREN ESKUBIDEA,396,1
48032,4252,P.P.,PARTIDO POPULAR,219, 
48032,4294,PSE-EE (PSOE),PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA (PSOE),170, 
48902,2245,E.A.J.-P.N.V.,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO (EAJ-PNV),4324,9
48902,2376,GANEMOS,GANEMOS,2156,4
48902,2240,EH BILDU,EUSKAL HERRIA BILDU,1750,4
48902,4297,PSE-EE (PSOE),PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA (PSOE) PSE-EE (PSOE)),1728,3
48902,4253,PP,PARTIDO POPULAR,567,1
48902,3146,IRABAZI,"IRABAZI-GANAR ERANDIO (EZKER ANITZA-IU, EQUO, ALTERNATIVA REPUBLICANA, INDEPENDIENTES)",438, 
48902,2067,EB-AZ,ESCAÑOS EN BLANCO-AULKI ZURIAK,108, 
48033,2243,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,137,4
48033,2238,EH Bildu,EUSKAL HERRIA BILDU,37,1
48033,4293,PSE-EE (PSOE,PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA (PSOE),0, 
48033,4252,P.P.,PARTIDO POPULAR,0, 
48034,4294,PSE-EE (PSOE),PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA (PSOE),2530,6
48034,2238,EH Bildu,EUSKAL HERRIA BILDU,1227,3
48034,2243,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,1145,3
48034,4720,SE PUEDE ERMUA AHAL DA,SE PUEDE ERMUA AHAL DA,1132,2
48034,4252,P.P.,PARTIDO POPULAR,844,2
48034,3147,IRABAZI,"IRABAZI - GANAR ERMUA (EZKER ANITZA - IU, EQUO, ALTERNATIVA REPUBLICANA - INDEPENDIENTES)",735,1
48034,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,293, 
48079,2238,EH Bildu,EUSKAL HERRIA BILDU,194,4
48079,2243,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,155,3
48029,3815,L.V.P.,LA VOZ DEL PUEBLO,3742,13
48029,2240,EH BILDU,EUSKAL HERRIA BILDU,554,2
48029,2243,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,526,1
48029,4296,PSE-EE (PSOE),PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA (PSOE) PSE-EE (PSOE),328,1
48029,4252,P.P.,PARTIDO POPULAR,98, 
48030,2243,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,308,4
48030,2238,EH Bildu,EUSKAL HERRIA BILDU,206,3
48906,2243,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,406,5
48906,2238,EH Bildu,EUSKAL HERRIA BILDU,239,2
48906,4294,PSE-EE (PSOE),PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA (PSOE),8, 
48035,2243,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,172,4
48035,2238,EH Bildu,EUSKAL HERRIA BILDU,134,3
48035,4294,PSE-EE (PSOE),PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA (PSOE),5, 
48036,2243,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,5023,9
48036,2240,EH BILDU,EUSKAL HERRIA BILDU,2662,4
48036,2322,GALDAKAO ORAIN,GALDAKAO ORAIN,1672,2
48036,5243,UH,USANSOLO HERRIA,1581,2
48036,4296,PSE-EE (PSOE),PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA (PSOE) PSE-EE (PSOE),1518,2
48036,3149,IRABAZI,"IRABAZI-GANAR-GALDAKAO BIZIRIK (EZKER ANITZA-IU, EQUO, ALTERNATIVA REPUBLICANA, INDEPENDIENTES)",1085,1
48036,4253,PP,PARTIDO POPULAR,745,1
48037,2243,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,281,4
48037,2238,EH Bildu,EUSKAL HERRIA BILDU,203,3
48037,4296,PSE-EE (PSOE),PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA (PSOE) PSE-EE (PSOE),6, 
